tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent_label,escalation_label,notes,sample_bucket
2386831,416197,True,Fri Oct 20 10:22:09 +0000 2017,@azuresupport #azhelp:,2386828,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
229919,170786,True,Thu Oct 05 08:50:45 +0000 2017,@AzureSupport can you tell me how put  OSAKEY de AzureSubcriptionServicesOpen in my trial subcription?,229918,229920.0,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
1281092,419751,True,Thu Oct 26 16:57:34 +0000 2017,"I get ""The Resource 'Microsoft.Sql/servers/BI_Dev' under resource group 'XXX' was not found."". I have multiple subscript https://t.co/neAPsSxzfV",1281091,,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",complex
2328556,674293,True,Mon Nov 13 14:42:34 +0000 2017,@azuresupport #azTechHelp,2328555,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
1498285,467876,True,Fri Nov 03 13:07:31 +0000 2017,@AzureSupport tks,"1498286,1498287",1498284.0,other,auto_handle,Polite closing or courtesy message,short
703462,286793,True,Thu Nov 23 16:25:52 +0000 2017,@AzureSupport Thank you,703461,703463.0,other,auto_handle,Polite closing or courtesy message,random
2590035,733644,True,Mon Oct 30 19:19:42 +0000 2017,"@AzureSupport It looks like I had to reassociate my MSDN subscription last week. It's company controlled, but nothing lapsed as far as I know.",2590034,2590036.0,other,auto_handle,General technical assistance request,random
318377,191962,True,Sat Oct 07 10:06:26 +0000 2017,@azuresupport #azTechHelp,318376,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
703433,288054,True,Sat Nov 11 13:18:54 +0000 2017,@azuresupport #azTechHelp,703432,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
1446178,455583,True,Tue Oct 31 14:53:41 +0000 2017,"@AzureSupport Great documentation! But..I don't think the problem is lack of knowledge. The problem is the ""server is busy"" for download, open, copy, etc.","1446177,1446179,1446180",1446181.0,other,auto_handle,General technical assistance request,random
1433198,452771,True,Thu Nov 02 13:33:26 +0000 2017,"@AzureSupport It's all green yet I still get a ""Provisioning failed. Allocation failed. ..."" error. Is there really no space for 2 core 8 GB ram??",1433200,1433197.0,compute_containers,escalate,"Compute provisioning failure, hung VM, or service error",random
672898,280523,True,Thu Nov 23 08:02:37 +0000 2017,"@118056 Hi, Am planning on using #AzureMachineLearningService for some experiments, Does it support MXNET?",672897,,other,auto_handle,General technical assistance request,random
829986,317640,True,Thu Oct 19 12:00:29 +0000 2017,@AzureSupport Hi there ! What license do the Azure user need to have to enroll computers with the School PC-app? Thank you!,829985,,other,auto_handle,General technical assistance request,random
728931,207481,True,Wed Oct 11 13:58:24 +0000 2017,@AzureSupport is there a way for someone to do a remote session with me to help me understand where the issue is?,728932,728929.0,other,auto_handle,General technical assistance request,random
133298,146052,True,Sat Nov 18 15:35:42 +0000 2017,@AzureSupport Implementing Microsoft azure infrastructure solutions,,133297.0,other,auto_handle,General technical assistance request,random
1653713,504783,True,Mon Nov 06 08:27:31 +0000 2017,@AzureSupport ok. logged,1653715,1653712.0,other,auto_handle,Polite closing or courtesy message,random
233257,171523,True,Thu Oct 05 13:27:25 +0000 2017,"@AzureSupport The wording is really ambiguous. Also doesn't address my question about MFA on the admin/root user. Not loving the experience, TBH.",,233255.0,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",complex
1291424,422007,True,Tue Oct 17 17:43:42 +0000 2017,@azuresupport #azhelp: How can I join Apple Macs to AzureAD? We are trying to get MS MFA working and need this functionality.,"1291422,1291426",,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
2262197,658616,True,Wed Nov 15 16:02:26 +0000 2017,"@azuresupport #azhelp:eclipse azure tool kits, trying to deploy a web service. Subscription list comes back empty. I have Microsoft Imagine for students, and activated it. I can log in portal azure with my account. Help?",2262196,,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
2399323,690422,True,Fri Oct 20 11:14:51 +0000 2017,@AzureSupport I now want to understand limitations of this approach. Please help.,2399325,2399320.0,other,auto_handle,General technical assistance request,random
16696,119687,True,Thu Nov 02 10:50:49 +0000 2017,@AzureSupport Done.  Thanks,16697,16695.0,other,auto_handle,Short conversational acknowledgment,short
303926,188563,True,Fri Oct 06 23:16:16 +0000 2017,@AzureSupport Awaiting for updates as our work is impacted. Appreciate your internal follow-up to ensure timely resolution of the incident,303927,303924.0,other,auto_handle,General technical assistance request,random
1031477,364075,True,Mon Oct 23 06:02:25 +0000 2017,@AzureSupport @331860 I would use AzCopy for large files. It supports resume,"1031478,1031479",1031475.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
2309471,336383,True,Thu Oct 19 21:14:48 +0000 2017,@azuresupport #azTechHelp,2309470,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
529796,242694,True,Tue Nov 28 08:06:30 +0000 2017,@AzureSupport 👍,,529795.0,other,auto_handle,General technical assistance request,short
1826056,548117,True,Tue Nov 21 18:29:42 +0000 2017,"@AzureSupport Hi, do you an update on this?  Please also contact me at __email__.",1826055,1826057.0,other,auto_handle,Customer follow-up or link submission,complex
892283,331863,True,Wed Oct 18 13:22:10 +0000 2017,@azuresupport #azhelp: I need to add multiple schemas to easy table and the only way I see is importing a csv. Is there another way?,"892282,892284",,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",complex
54246,127539,True,Wed Nov 01 18:31:05 +0000 2017,@AzureSupport the vm has managed disk. anyother ways to copy at least the disks to another region?,"54245,54247",,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
1222437,184463,True,Wed Oct 25 15:26:13 +0000 2017,@azuresupport #azTechHelp An alert was triggered for &gt;1.5TB of data in &lt;10 minutes but the metric chart doesn't show it. Why?,"1222438,1222436",,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",random
159789,152804,True,Sat Nov 25 03:04:27 +0000 2017,"@AzureSupport Yes, we want to backup on the same computer, diferent folders in diferent times.Thanks","159790,159791",159788.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
2851087,161654,True,Mon Nov 27 19:35:34 +0000 2017,@AzureSupport Sounds good...,,2851086.0,other,auto_handle,Polite closing or courtesy message,short
2638157,744575,True,Fri Nov 17 20:03:52 +0000 2017,@azuresupport #azhelp: can you confirm my bill going fwd is $0? Unable to delete CC even though i've unsubscribed from everything. tech at senseihub dot com,"2638156,2638158",,billing_subscription,escalate,"Billing dispute, unexpected charge, or credit card deletion issue",random
472771,147517,True,Fri Dec 01 13:13:47 +0000 2017,@AzureSupport I haven't received any email from Azure support for this case. I also just checked the portal and there is nothing in the conversation history.,472772,472770.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",complex
1444270,455140,True,Mon Oct 16 19:30:22 +0000 2017,@AzureSupport Thanks ! mucho appreciated!,1444271,1444269.0,other,auto_handle,Polite closing or courtesy message,random
253292,176212,True,Thu Oct 05 21:47:53 +0000 2017,"@AzureSupport My Microsoft account is my identity...being forced to replace it due to your issue, that you somehow can't fix, is unacceptable...",253293,253291.0,identity_security_network,escalate,"Authentication/login failure, security scam concern, or IP block",negative
1588738,488568,True,Wed Oct 18 05:34:36 +0000 2017,@AzureSupport Thanks for the info,1588740,1588737.0,other,auto_handle,General technical assistance request,random
1217319,405651,True,Wed Oct 25 13:51:32 +0000 2017,"Hi @AzureSupport : I need the price 2 seed data to the DC in Europe &amp; what the costs associated to seeding.
__email__.😂","1217318,1217320",,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
421696,215466,True,Tue Oct 10 08:15:34 +0000 2017,Is #vsts down ? @AzureSupport,"421695,421697",,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",short
1844718,552635,True,Tue Nov 07 17:42:54 +0000 2017,@169516 @AzureSupport Works.. thank you,1844719,1844716.0,other,auto_handle,General technical assistance request,random
2985287,819889,True,Thu Nov 30 06:09:23 +0000 2017,Thanks for the reply. @AzureSupport advised me to log a billing ticket and I have done so. Thanks. https://t.co/wZ68r66FNS,2985286,,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
800050,310632,True,Thu Oct 12 15:20:44 +0000 2017,"@AzureSupport Yes, the subscription has only one account attached to it, also its free tier",800048,800056.0,other,auto_handle,General technical assistance request,complex
16059,119523,True,Wed Nov 01 03:08:42 +0000 2017,"@AzureSupport wondering, what is going on when I deploy a new version of singleton webjob to production? Any docs on that?",16055,,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
1107166,381306,True,Tue Oct 24 00:12:53 +0000 2017,"@AzureSupport My Azure account name is __email__. I want my Gradle project to be pulled from my Github repo, and built then deployed in Azure.",,1107165.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",random
691309,285191,True,Mon Oct 16 10:58:31 +0000 2017,@AzureSupport Thank You.,,691308.0,other,auto_handle,Polite closing or courtesy message,short
857413,323605,True,Fri Oct 20 16:33:59 +0000 2017,@azuresupport #azTechHelp,"857414,857407",,other,auto_handle,Generic hashtag or handle mention with no issue details,short
1897327,565484,True,Wed Oct 18 12:20:31 +0000 2017,@azuresupport #azTechHelp How to evict a specific Application Instance from an App Service Plan? We have a web app where on node is corrupt.,1897325,,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
2913510,806535,True,Tue Nov 28 22:27:23 +0000 2017,@AzureSupport so it seems to me it is an infrastructure error,2913509,2913511.0,other,auto_handle,General technical assistance request,random
2163618,635227,True,Tue Nov 14 08:43:01 +0000 2017,@AzureSupport Hi am getting error while pointing Azure db as subscription... Please send document to easily set up replication,2163620,2163617.0,other,auto_handle,General technical assistance request,random
1888669,560184,True,Wed Oct 18 11:31:17 +0000 2017,@AzureSupport Subscription I'd: __email__,,1888666.0,other,auto_handle,Customer follow-up or link submission,random
698662,286660,True,Mon Nov 13 16:08:01 +0000 2017,@AzureSupport That's good to know but it's still super expensive. Plus if i want to roll this feature out to a large group of mobile users it's limiting.,"698661,698663",698664.0,billing_subscription,auto_handle,Core quota / scaling cost inquiry,random
1288739,421414,True,Thu Oct 26 19:21:10 +0000 2017,@azuresupport #azhelp:can you advise how I can increase the number of cores I can deploy in my PAYG azure account,1288738,,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
2274819,661662,True,Sat Nov 11 06:30:39 +0000 2017,"@AzureSupport Thanks, but using ArcServe UDP software for server backup and restore. Can connect VM, while fetching data to restore error msg showing https://t.co/lJRSZWJ93F",2274818,2274820.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
